Filter By Length,Label
"halo,udah,muncul,resi,tinggal,nunggu,pick,tapi,pick,sampe,sekarangg",negatif
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"jawab,baik,ramadhan,pastibagihadiah,baiknyaramadhan",netral
,netral
iyah,netral
"segel,ninjutsu,kuchiyose,cepio",netral
"blangsak,emang,bang",negatif
"bener,bener,paket,nyampe,udah,buka,label,robek,begini",negatif
"baik,ramadhan,pastibagihadiah,baiknyaramadan",netral
semangat,netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"bikenya,ramadan,baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"hanya,dari,orang,yang,ngerti,langsung,tiktoknya,anteraja,jamin,bakal,ngikngik,nontonin,drama,komplek,rempong,lihat,mari",netral
iyaa,netral
"baik,ramadhan,pastibagihadiah,baiknyaramadan",netral
"bagaimana,paket,salah,alamat,lagi,yang,kirim,tolong,baca,kurir,kalau,bisa,paham,alamat,jangan,jadi,kurir,paket",negatif
"baik,ramadhan,pastibagihadiah,baiknyaramadan",netral
"baru,kali,super,masalah,sama,ekspedisi,ekspedisi,bener,tanggung,jawab,alias,kabur,telah,hilang,barang,semua,akses,juga,buah,hasil,claim,juga,progress,enak,report,mana",negatif
"paket,gerak",negatif
"jawab,bikenya,ramadan,alias,baik,ramadan,ikut,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"siapp,ashell",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan,ikut",netral
,netral
"arti,ajarin,gera,tangan,dong",netral
"woooiiiii,paket,guee,minggu,nyampe,pdhal,sama,jabar,nyampe,kota,tuju,dari,hari,lalu",negatif
"baik,ramadan,pastibagihadiah,baiknyaramadan,guys,ikut",netral
"kulkas,kost,kulkas,kantor",netral
"shappp,sayang",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,kuis,dari,sekarang,juga,guys,moga,kita,untung,amin",netral
"baik,ramadhan,bang,ikut,bang,pastibagihadiah,baiknyaramadan",netral
"baik,ramadhan,pastibagihadiah,baiknyaramadan",netral
,netral
"pukulin,satu,satu",negatif
acelll,netral
"tolong,pickup,paket,saya,cepat,sudah,hari,rumah,ngga,ambil",negatif
,netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadhan,pastibagihadiah,baiknyaramadan,buat",netral
"asal,kata,bikenya,ramadan,jadi,baik,ramadan,ikut,gaes,pastibagihadiah,baiknyaramadan",netral
"jawabanya,baik,ramadan,pastibagihadiah,baiknyaramadan,pada,ikut",netral
"jawab,yaitu,baik,ramadan,ikut,pastibagihadiah,baiknyaramadan",netral
"jaga,kata,liat,jalan,macet",netral
"baik,ramadan,ikut,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadanpake,pasti,lebih,baik,pastibagihadiah,baiknyaramadan",netral
"kamu,juga,semangat,puasa",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"terkahir,kali,pake,gila,lama,ngotak,emng,paling,kalo,paket,sampe,pake",negatif
"baik,ramadan,pake,pasti,lebih,baik,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pake,baiknyaramadan,pastibagihadiah",netral
"baik,ramadhan,sabi,ikut,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan,kita,ikut,teman,sekarang,juga",netral
"suka,kata,anjuy,kalo,lagi,jalan",netral
siap,netral
"bikebaiknya,ramadhan,guys,ikut,pastibagihadiah,baiknyaramadan,moga,untung,pihak,kepada,kita,aamiin",netral
"siap,thanks,remindernya,meski,iklan,wkwkwk",netral
"capek,nunggu,paket,datang,cara,sortir,olshop,pake,jasa,supaya,bisa,skip,males,gitu,lamaaaaa,nyampe,muter,dulu,males,urus,sama,ekspedisi,akhir,sampe,ambil,langsung,gudang",negatif
bohong,netral
"baik,ramadhan,pastibagihadiah,baiknyaramadan,buat,modal",netral
"semangat,puasa,dong",netral
"baik,ramadhan,pastibagihadiah,baiknyaramadan",netral
semangat,netral
"masya,allah,ashelyah",netral
,netral
"baik,ramadan,baiknyaramadan",netral
,netral
"bisa,jangan,bawa",netral
donng,netral
"siap,rusa,selalu,jaga,kata,semangat",positif
aceng,netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
,netral
"siap,baik",netral
marah,positif
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
,netral
siap,netral
,netral
wokeii,netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
,netral
btull,netral
"kalo,bisa,pake,kurir",negatif
sayang,netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"semangat,kamu",positif
syappppp,netral
"barusan,nyetir,jalan,terus,kendara,ngeselin,auto,kata,kasar,maap,bawa,marah",negatif
"semangat,puasa,kamu",netral
cyurrrr,negatif
"siap,shel",netral
chuuuaks,netral
"hari,hari,promosi",netral
okeee,netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"siap,acel",netral
siap,netral
"makin,smngt,puasa",netral
siap,netral
,netral
"puasa,saat,dekat",negatif
siap,netral
"baik,adzana",netral
,netral
"acel,kangennnnnn",netral
"tidak,yakin",negatif
disemangatin,netral
,netral
aceng,netral
"jadi,kapan",netral
,netral
,netral
"siap,acel",netral
"siap,bossss",netral
,netral
achel,netral
siapp,netral
,netral
,netral
"baiknyaramadan,kali,harus,saling,jaga,ucap,kata,baik,semangat,puasa",netral
"customer,service,sibuk,semua,twitter,direspon,kalo,kendala,harus,lapor,mana",negatif
"baik,ramadan,gaskiii,pastibagihadiah,baiknyaramadan",netral
"customer,service,sibuk,semua,twitter,direspon,kalo,kendala,harus,lapor,mana",negatif
"baik,ramadan,pastibagihadiah,baiknyaramadan,ikut",netral
"bikenya,rama,pastibagihadiah,baiknyaramadan",netral
"jawab,baik,ramadhan,pastibagihadiah,baiknyaramadan,doain,gaes,have,nice",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"jawab,baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,mana,untung,moga,untung,bulan,ramadhan,maaf,saya,maksa,mint,wkwkw",netral
"baik,ramadan,pastibagihadiah,baiknyaramadhan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"hepizen,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"fina,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"denny,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"riyan,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"baik,ramadan,ikut,pastibagihadiah,baiknyaramadan",netral
"risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"veronika,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"juan,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"hepizen,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"bintang,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"raih,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"okvat,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"awas,kalo,sampe,dipickup",negatif
"okvat,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"geri,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"nina,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,baiknyaramadan,pastibagihadiah",netral
"baik,ramadan,skuyyy,ikut,pastibagihadiah,baiknyaramadan",netral
"tolong,dong,layan,baik,kemaren,dipickup,sampe,skrg,cape,complain,mulu,bisa,dipickup,skrg,kalo,enggak,cancel",negatif
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,baiknyaramadan,pastibagihadiah",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"jawab,adalah,baik,ramadhan,jangan,lupa,follow,ikut,kuis,dari,pastibagihadiah,baiknyaramadhan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadhan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"bikenya,ramadan,gasskeunn,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"bikebaiknya,ramadan,pastibaguhadiah,baiknyaramadan",netral
"baik,ramadhan,pastibagihadiah,baiknyaramadan",netral
"baik,ramadan,pastibaguhadiah,baiknyaramadan",netral
"bikebaiknya,ramadan,pastibagihadiah,baiknyaramadan,ikut",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan,ikut",netral
"baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"syarat,jawab,dengan,reply,mention,orang,teman,biar,ikut,juga,serta,hashtag,pastibagihadiah,baiknyaramadan,tiap,jawab,moga,untung",netral
"selain,bagibagi,foto,oshi,baiknyaramadan,bagibagi,hadiah,biar,puasa,makin,semangat,jawab,tanya,dari,clue,yang,gambar,bagi,yang,untung,sempat,dapetin,headphone,gaming,atom,wireless,soul,headphone,reply,jawab",netral
setujaaaaaaa,netral
"moga,label,haram,untuk,pakai,jasa,karena,ekspedisi,hanya,jadi,biang,masalah,musibah,moga,anteraja,cepet,tutup,bangkrut",negatif
"resi,sampe,hari,belum,sampe,gudang,cirebon,mana,saya,ambil,sendiri",negatif
"kapok,akan,jadi,akhir,kali,pake,ekspedisi,anteraja",negatif
"ekspedisi,memang,musibah",negatif
"halo,jadi,lagi,resi,stuck,dari,kemarin,statusnyabisa,tolong,trimz",negatif
,netral
"maaf,bikin,kakak,nyaman,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan",netral
"waktu,nonaktif,dari,tanggal,minta,pickup,sampe,jatuh,tempo,tanggal,dipickup,udah,gada,komunikasi,tbtb,minta,jadwal,ulang",negatif
"halo,tolong,banget,paket,saya,gimana,status,jelas,pasti,dari,kalian,cuma,suruh,nunggu,nunggu,nunggu,kalau,memang,hilang,bilang,sama,jangan,lupa,tanggung,jawab,juga",negatif
"kurir,ngga,datangkok,bisa,cancel,barang,saya,juga,hilang,ambil,tapi,ngga,update",negatif
"tolong,kenapa,ngga,update",negatif
,positif
"nyesel,plih,kurir,hrga,biar,senin,kirim,slasa,mangkrak,mangkrak",negatif
,netral
"strategi,yang,penting,sekali,adalah,hapus,dari,list,pilih,kurir,dapat,komplen,terus,dari,beli,kalo,pake,kurir,kapan,peduli,segera,boikot,kerjasama,dengan,mereka",negatif
"sampai,sekarang,paket,anteraja,pasti,selalu,macet,berharihari,kalo,sudah,mampir,jakarta,utara",negatif
thanks,netral
,netral
,netral
"ampun,muter,jauh",negatif
"akan,pake,jasa,ekspedisi,lagi,lambat",negatif
"pesan,belum,juga,kirim,udah,nyantol,hari,gimana",negatif
"gimana,saya,resi,juga,bisa,soal,website,minta,resi,pake,koma,sementara,saya,dapet,pake,koma",netral
"paket,status,aneh,dari,senin,kirim,alamat,sampe,hari,sampe,sedangakan,paket,lain,pada,sampe,coba",negatif
"lama,bener,paket,udah,hari,diem,diantarantar,oleh,kurir",negatif
"waktu,pepet,sengaja,pilih",netral
"kapan,photocard,yang,versi,member,lain,juga",netral
"tolong,semnagatin,puasa,dengan,beri",netral
"halo,admin,kenapa,paket,muter,muter,padahal,udah,sampai,sukoharjo,tinggal,antar,alamat,rumah,kenapa,balik,lagi,semarang,gajelas,banget",negatif
"thanks,semangat,puasa,hari",netral
"banyakin,sabar,bang,kalo,pake,ekspedisi,pernah,ngalamin,soal,minggu,lebih,barang,datengdateng,pake,ekspedisi,saran,next,kalo,barang,jangan,pilih,ekspedisi,beres",negatif
,netral
"gimana,admin",netral
"belanja,tokopedia,dari,tanggal,maret,sampe,sekarang,tanggal,maret,cuma,tulis,tunggu,kurir,pake,kurir,entaraja,bener,idiot",negatif
"sahur,sama,pict",netral
"paket,manaaaaaaa",negatif
"masih,guna,kurir,barbar,lambat,dari,jasa,kirim,lebih,baik,guna,jasa,kirim,lain,meski,jarang,promo,tetapi,kurir,tidak,barbar,preman,gesit",negatif
,netral
"proses,cashout,saldo,refundaja,rekening,lama",negatif
"demi,allah,anter,lama,pake,hari,sampe,sampe,pdhl,order,jumat,nyebeliiiiin,basi,tanggung",negatif
"dedek,kitty,bombastic,side",netral
"dapet,freeeeeeeee",negatif
kerennyaa,positif
"arti,belakang,boleh,dong,wkwk",netral
"semangat,giat",netral
"tinggal,kamu,tadi,tapi,nonton,ulang,yutub",netral
,netral
"masalah,paket,saya,stak,dari,kemaren,gerak",negatif
mantap,positif
,netral
"tolong,thank",positif
"cant,relate",negatif
"anter,kapan",netral
makasih,positif
"pake,pikir,pikir,dehh,udah,pake,sameday,kata,sampenya,selalu,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
oniel,positif
"tutor,jadi,satpam,dong",netral
,positif
tolong,netral
,netral
"malam,tanya,dong,barang,dengan,kode,booking,kemarin,sudah,ambil,oleh,kurir,tapi,satus,belum,ubah,karena,kemarin,barang,dengan,akun,beda,direquest,salah,satu,saja,barang,ambil,status,ubah",negatif
"paket,saya,kaga,ambil,ambil,kantor,tutup",negatif
"semangat,bener,akuh",netral
"atok,maaf,bikin,kakak,risau,mulai,layan,move,maja,tunggu,chat,kamu,moga,puasa,lancar,selalu,dapet,baiknyaramadan,trims",netral
"sandra,maaf,bikin,kakak,risau,mulai,layan,move,maja,tunggu,chat,kamu,moga,puasa,lancar,selalu,dapet,baiknyaramadan,trims",netral
"kirim,barang,pake,ekspedisi,anter,lama,tahan,bukan,anter,tapi,entar",negatif
"tidur,skrg,biar,bangun,sahur",netral
"info,cara,jadi,satpam",netral
"masya,allah",positif
"aaaa,keren,asik",positif
frey,netral
thankyou,positif
"paket,bisa,nyasar,sampe,ternate,pdhl,cuma,jktbogor,kenapa,sampe,papua,sekali,bener,tolol",negatif
"info,lowong,jadi,satpam,deket,rumah",netral
fenikuhibiniu,netral
"freya,hehe",netral
"ramadhan,lupa",netral
,netral
"kerennn,anuu,ndoro,live,kapan,hehe",netral
"info,loker,satpam,komplek,freya",netral
"wiih,alhamdulillah",positif
"beuh,bahagia,kasih,lord,preya",positif
"tunggu,naaaa",netral
"cewek,komplek,keluar,rumah,cuma,tahun,sekali,sholat,tarawih",netral
"sorum,kajes",netral
"senang,mulai,layan,move,maja,tunggu,chat,kamu,moga,puasa,lancar,selalu,dapet,baiknyaramadan,trims",netral
"bestieku,emang",positif
"makasih,ngirimin,makan",positif
"reflek,jadi,satpam",netral
"sama,jesslyns,sahur,pict,bangun,negeri",netral
juga,netral
"salah,satu,tiap,hari,cepet,sahur,daripada,buka",netral
arigatou,netral
nice,netral
"thanks,info",positif
satpam,netral
"jadi,cepet,sahur,tiap,hari",netral
juga,netral
"makasihhh,cici",positif
"freya,kapan",netral
,netral
"masyaallah,mulia,sekali,anak",positif
"kapan,bagi,kasih,dengan",netral
"info,menu",netral
nggihh,netral
"mantap,keren",positif
siap,netral
semangat,netral
satpam,netral
"berapa,ndoro",netral
"alangkah,baik,kalau,cerita,brbagi,takjil,lanjutin,showroom,ndoro",positif
"kerenn,freyana",netral
"buka,dong,kalo,tapi,kalo,north,america,bener,sahur",netral
"bagi,takjil,wota,kapan",netral
"masyaaallah,freyaa",positif
kamu,netral
"umur,hidup,baru,kali,pngen,jadi,satpam,dket,rumah",netral
"pict,mana",netral
allhamdulilah,positif
"makasih,cijess",positif
"terima,kasih,cici",positif
,netral
aseq,netral
"satpam,dapet,bonus,senyum",positif
"abis,kita,makan,bareng",netral
"ndoro,sorum,hari",netral
"buka,puasa,dulu",netral
"semangat,memamg",netral
"baik,betul",positif
"bahagia,satpam,wkwk",positif
"baiknyaramadhan,kali,ikut,semangatin,temen,temen,yang,sahur",positif
satpam,netral
kerennn,positif
"freya,showroom",netral
"waini,moga,berkah,aamiin",positif
"jadwal,kapan,mintttt",netral
uwuooggg,netral
,netral
"ngak,frey",netral
"reflek,jadi,satpam,biar,dapat,takjil",netral
"juga,freya",netral
"ingsfo,jadi,satpam,deket,rumah",netral
barakallah,positif
"apakah,satpam",netral
"nice,baiknyaramadhan",netral
wkwk,netral
"haek,gimana,kabar",netral
"selamat,buka,babe",netral
"kerennn,showroom,dong",positif
,positif
"jangan,lupa,showroom",netral
"jadi,satpam,deket,rumah,freya",netral
semangat,netral
juga,netral
dong,netral
"baik,kamu,showroom,sekarang,freya",netral
,netral
"juga,dong,frey,takjil",netral
satpam,netral
"juga,dong,takjil",netral
,netral
,netral
"hoax,ndoro",netral
,netral
dong,netral
"peace,love,gawl",positif
"jadi,satpam,deket,rumah,kamu",netral
"satpam,kasi,senyum,juga,dapet,sunnah",positif
alhamdulillah,positif
"fureya,chan",netral
"lagi,puasa,bikin,esmosi",negatif
"selamat,berbukaaa",netral
,netral
cakeppp,positif
alhamdulillah,positif
"keren,freyana,gadapet",netral
"juga,dong,kasih,takjil",netral
,netral
"juga,frey",netral
juga,netral
sipp,netral
"foto,mana,frey",netral
"semangat,kerja",netral
keren,positif
"asik,dong",netral
wkwkwkkww,netral
juga,netral
"baiknyaramadhan,kali,bagi,takjil,satpam,deket,rumah",netral
"gimana,paket,saya,kenapa,pickup,pickup,kendala",negatif
"bisa,dong,edit,pakai,photoshop,xiaomi",netral
takuttttt,negatif
"akhh,oshikuuu",netral
mint,netral
"pernah,keselek,becak,tunggu,foto,baru,mohon,jangan,balik,foto",negatif
"galang,maaf,bikin,kakak,nyaman,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
yeuuuu,netral
"thoriq,maaf,bikin,kakak,nyaman,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
"mohon,maap,maksud,paket,saya,estimasi,kirim,bulan",negatif
,netral
"takut,banget",negatif
"yaudah,takjil,beliin",netral
"coba,ketika,bulan,puasa,memang,saja",negatif
"maaf,bikin,kakak,risau,mulai,layan,move,maja,tunggu,chat,kamu,moga,puasa,lancar,selalu,dapet,baiknyaramadan,trims",netral
"filia,senang,hati,mulai,layan,move,maja,tunggu,chat,kamu,moga,puasa,lancar,selalu,dapet,baiknyaramadan,trims",netral
"baca,saya,tolong",netral
"dari,hari,jumat,sampai,hari,tidak,dipick,hari,ngapain",negatif
"yang,bener,bener",negatif
oshiku,negatif
"bukti,bohong,publik,coba,bukti,bukti,kalo,kurir,udah,sampe,rumah,saya,bukti,kalo,saya,tidak,rumah",negatif
,netral
,netral
"cantik,banget",netral
mplorrr,netral
"hepizen,maaf,bikin,kakak,nyaman,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
"minn,boleh,dibantuuu",netral
"payah,emang",negatif
,netral
,netral
"semangat,jugaa,yaaa",netral
"reply,twit,sambil,makan,dessert,udah,manis,jadi,tambah,manis,karna,baca,twitmu,okede,trims,semangat",positif
"hepizen,maaf,bikin,kakak,kecewa,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
,netral
"layan,sangat,burukkkkkkk,lagi,lagi,pake,sekali,doang",negatif
"kirain,chika,balik,hpnya,nyata,christy",netral
,netral
"share,foto,dong",netral
"sameday,dari",negatif
"minta,foto,gita,yang,pakai,jaket,juga,dong,mimin,quet",netral
"mimin,ngajak,gelud",negatif
"yang,reviewer,film,coba,review,drakor,drama,komplek,rempong,anteraja,dong",netral
"makan,minum",netral
"bisa,jalur,cepet,tusut,sama,songong,kitty,totokk,tusutt",netral
keren,positif
,netral
"bukber,kwkw",netral
boleh,netral
"dosa,susah,orang,puasa,sampai,harus,jungkir,balik",negatif
"ngab,toya,cakep,banget,masya,allah",positif
"bener,olla",netral
"suka,mpen,gaya,ngelendot,lama,lihat,anak,ngelendot,selain,cici",netral
"beda,dikit,sama,kdrama,hehe",netral
"haiiii,ollaaaa",netral
"sini,ujan,jadi,dingin,hehe",netral
"buka,pake,boss",netral
"percaya,minum,susu",netral
"hayuk,share,hehehe",netral
,netral
"baiknyaramadhan,kali,semangatin,kalian,karena,siang,lagi,panas,bangett,semangat,juga,ikut,minum,makan,biar,nanti,buka,bareng",netral
,netral
"woyyh,babi,paket,sameday,hari,kirim,sampah",negatif
astaga,positif
"samping,feni,marsha,atau,onil",netral
"trending,foto,balik",netral
wkwkwkwkwk,netral
,netral
"mantab,mplor",positif
kiyowo,positif
,netral
wkwkkwkw,netral
,netral
"sama,sama",netral
"pingin,marah,tapi,lagi,puasa",negatif
,netral
"sekali,masuk,islam",netral
"orang,banget,marsha,masuk,islam,wkwkwk",netral
"makasih,foto,mimin,baik,hati,tidak,sombong",positif
,netral
"fany,senang,hati,mulai,layan,move,maja,tunggu,chat,kamu,moga,puasa,lancar,selalu,dapet,baiknyaramadan,trims",netral
,netral
,netral
,netral
"wuiii,tunggu,banyak,sampe,kapasitas,hapeku,penuh",netral
,netral
sama,netral
,netral
,netral
,netral
tunggu,netral
,netral
takut,negatif
okee,netral
"makasiii,kaaa,wkwk,lancar,puasanyaa",positif
"hadehh,liat,futu,oshiku,satu,satu,sulit,udah,benerin,indah,bagi,baiknyaramadan",negatif
"shoot,sama,flora",netral
"feni,marsha,flora,sama,christy",netral
"admin,ulah,kerja",negatif
"alahhhh,cantik",netral
"kenapa,balik",netral
"oniel,sendiri",netral
"buset,kitty,tinggi",netral
minn,netral
"rela,bolak,balik,demi,kornelia",netral
,netral
"benerbener,yaaaa,wedeeeeh,oniel,cuyyy",netral
"kata,kalo,ngerepotin,puasa,lancar",negatif
,netral
"bener,sampe,ngebalik",negatif
"takut,sama,driver",negatif
,netral
"paket,same,belum,sampai,dari,kemarin,tolong,antar,hari,resi,anteraja",negatif
"susah,orang,lagi,puasa",negatif
"muthee,miinnttt",netral
gitu,netral
,netral
,netral
,netral
,netral
hehe,netral
,netral
,netral
,netral
"muthenya,manaaaaaaaaa",netral
"alamat,biar,mimin,kirimin",netral
"bang,ampun,bang",netral
,netral
,netral
"tobat,mina,pake,laptop,masa,harus,ngebalik,laptop,dulu",negatif
,netral
,netral
,netral
,netral
"masih,pagi,bikin,emosi,dong",negatif
,netral
,netral
,netral
,netral
,netral
"balik,foto",netral
"sama,flora",positif
,netral
,netral
,netral
,netral
,netral
wkwkkwkw,netral
"bisabisanya,foto,balik",negatif
"bagi,baik,bulan,ramadhan,oshi,cantik,banget",netral
,netral
sygq,netral
,netral
"punya,balik",netral
"balik,untuk,lihat,onil",netral
,netral
,netral
,netral
"kamu,tinggi,bener",netral
"bisa,yukkk",netral
"emang,sengaja",netral
"mana,saya,buka,twitt,laptop,lagi,wwkwkwk",netral
,netral
sila,netral
"balik,foto",netral
"baiknyaramadan,bagibagi,foto,oshi,mohon,usaha,dikit,buat,liat,foto",netral
"bisa,bantu,follow,paket,mandeg,padahal,biasa,sampe,sampe,nomer,tiket,lapor",negatif
"bisa,asyhaduu",netral
"izin,save,foto,bapak,oniel",netral
"kangen,mimin,anteraja,ngepost,membs,kurang,lebih,gitu",netral
"paket,saya,status,sudah,dalam,antar,dari,kemarin,sampai,sekarang,belum,sampai,juga",negatif
"hello,request,cash,refund,nggak,beresberes,udah,bulan,lebih,padahal",negatif
"dooooong,thank",negatif
,netral
"nggak,juga",netral
"kenapa,paket,saya,gagal,retur,tidak,benar,jika,kirim,paket,gagal,karena,terima,tidak,barang,belum,pernah,sampai,saya,saya,selalu,rumah,tidak,mana,mana",negatif
"kenapa,paket,saya,gagal,retur,paket,gagal,karena,terima,tidak,benar,padahal,barang,belum,pernah,sampai,saya,saya,selalu,rumah",negatif
"bisa,bantu,tracking,paket",negatif
"pagi,admin,kemarin,saya,request,untuk,pickup,paket,shopee,tapi,kurir,pickup,gimana,saya,butuh,bantu,untuk,pickup,paket,terima,kasih",netral
"aneh,banget,ekspedisi,tiap,anter,sama,lawak,status,anter,rumah,kemarin,hari,malah,balik,lagi,padahal,sama,jakarta",negatif
"pick,hari,kalian,suka,telat,pick",negatif
"walaaah,admin,please,masa,tiap,pakai,lama,terus,kirim",negatif
"paket,mana,minggu,belum,sampe,udah,lapor,tapi,suruh,nunggu,sampe",negatif
"lahhh,samaa,paket,udah,minggu,sampe",negatif
"tolong,paket,saya,mana",negatif
"beuhhhh,keren,banget,kamu",positif
,netral
"pagi,masih,hari,bulan,ramadhan,tapi,kerja,kurir,rekomendasi,udah,kayak,estimasi,tiba,hari,tapi,kurir,sejak,hari,senin,nyampe,lokasi,jual,masih,saja,belum,evaluasi,kerja,kurir,yang",negatif
"kalo,tukang,paket,begini,juga",positif
"sumpah,pdahal,sampe,kota,tuju,kirim,anter,juga,malah,kirim,balik,jakut,tolol,abis",negatif
"mang,eaaakk,minn",netral
"sama,lebih,goblok,rumah,nama,apip,status,terima,oleh,apip,brengsek,emang",negatif
"hadiah,hasil,dari,nyolong,wkwkwk,kang,nilep,barang",negatif
"kalo,kurir,anterajanya,tiap,hari,kirim,paket,request,pick,inimah",positif
"cakep,cuyy",netral
