Akun,Tweet,Lokasi,Label;;;
https://twitter.com/Vangance_,@anteraja_id @MTaufikst48 Anter aja X Sungut Lele kapan mint,;;;
"https://twitter.com/bgs__kurniawan,""@anteraja_id lama banget woe pelayanan lu, udah pick up H+1 dari request, sekarang 24jam didiemin doang di airport kota asal, lelet kerjanya https://t.co/s1812pCihW"",";;;
https://twitter.com/tapioshinya1jkt,@anteraja_id ayang flora cakep betulll😳,;;;
https://twitter.com/berlianozt_,@anteraja_id 🔥,;;;
"https://twitter.com/anteraja_id,""Reply with a 🔥 and we’ll give you kata-kata penyemangat puasa!";;;
;;;
"Sebentar lagi berbuka nih 🤭"",";;;
https://twitter.com/dramdhan9,@anteraja_id woy paket gw dmn,;;;
https://twitter.com/R_Hafidziin,@anteraja_id Oshi gw mna mint?,;;;
https://twitter.com/berlianozt_,@anteraja_id Cantik banget,;;;
https://twitter.com/L_SeptiChan,@anteraja_id Christy mana bang,;;;
https://twitter.com/rivanisasi,@anteraja_id Thanks,;;;
https://twitter.com/brnvll_,@anteraja_id lah ngepost2 cewe gua lu min,;;;
https://twitter.com/Mom_ofmoon,@anteraja_id @piscvely @F_Astri17 Alhamdulillah terimakasih,;;;
https://twitter.com/suciamaliaNd,@anteraja_id kenapa beberapa kali begini???? Dengan kendala yg sama. Helooo?? @anteraja_id  Adapa yaaa?? Ini baru 3 yg ku post. Kecewa asli https://t.co/j9BDOVrgGs,;;;
"https://twitter.com/FloRisenID,""@karimpangestu @ArieztAlwand @Tehidol @vvotanet @f10ves Coba ditanyakan ke seller @anteraja_id yang ada di Sukabumi kak, itu paketnya udah di tangan kurir nya"",";;;
https://twitter.com/semangat_yukkk,@anteraja_id Ini dia menu buka puasa hari ini 🥰🥰🥰🥰🥰,;;;
"https://twitter.com/HIBIKUN_,""@anteraja_id KYAAAAA FURORA CHWAAANNN 😍";;;
"ARIGATOUUU ANTERU-SAN 🙏"",";;;
https://twitter.com/bayuxpras,@anteraja_id Neng mplor 😍,;;;
https://twitter.com/karimpangestu,@anteraja_id Min bgmna ini? Blm ada keterangan berlanjut hari ini https://t.co/C3Pq8SzUhp,;;;
https://twitter.com/hanyaprantara,@anteraja_id Makasih admin 😁,;;;
https://twitter.com/sendoknasdang,@anteraja_id FLOOOOOOOOOOOOOOOOOOOOOOOOOOO,;;;
https://twitter.com/fatnaifs,@anteraja_id Peghh,;;;
https://twitter.com/abebasudara,@anteraja_id pengen cubit dhh,;;;
https://twitter.com/lydisinii,@anteraja_id Lucuuuu nyaa,;;;
"https://twitter.com/sirgilang90z,""@anteraja_id min, paket dengan resi 10006929031176 kok stuck di hub jakarta utara udah 2 hari? masa dari jakarta timur ke depok bisa sampe 3 hari lebih pake reguler min🙄"",";;;
"https://twitter.com/Zulkarnaen9115,""@anteraja_id mau dong kalo satria nya kek gini, auto nungguin depan pintu.."",";;;
https://twitter.com/fattahazzam98,@anteraja_id @AhmadRahardyan,;;;
https://twitter.com/Oktaa_ASF,@anteraja_id hastag nya ademin tl min,;;;
https://twitter.com/aggnah_,@anteraja_id @f10ves Buset buset 🫠,;;;
https://twitter.com/VicoErv,@anteraja_id cantik,;;;
"https://twitter.com/Zulkarnaen9115,""@anteraja_id Sering² aja min upload yg ada Flora nya, soal y dia jarang pap 😇"",";;;
https://twitter.com/frpramudya,@anteraja_id Waini,;;;
"https://twitter.com/brokenardi1,""@anteraja_id @f10ves Tapi min, kok kemarin bukan mbak ini yg kirim paketnya."",";;;
https://twitter.com/dilgudil_,@anteraja_id adududuu,;;;
https://twitter.com/andiano_dewata,@anteraja_id Free 2 shotnya kapan? 😔☝️,;;;
https://twitter.com/anteraja_id,@Zulkarnaen9115 https://t.co/sL5wTPYw6n,;;;
https://twitter.com/darkcov3r,@anteraja_id @MTaufikst48 https://t.co/7xfC0yZeL5,;;;
"https://twitter.com/nabawisasi,""@anteraja_id BAIKNYA RAMADAN #PastiBagiHadiah #BaiknyaRamadan";;;
"@Zaka_R17 @Zackersj @azackri"",";;;
https://twitter.com/anteraja_id,@wahyupeye https://t.co/hxZOYy6XHJ,;;;
https://twitter.com/anteraja_id,@Tehidol https://t.co/wkK5Mwg1us,;;;
https://twitter.com/anteraja_id,@Abet_424 https://t.co/sc3yjikQQ5,;;;
https://twitter.com/anteraja_id,@arsaramadhani16 https://t.co/wH0In3jiKr,;;;
https://twitter.com/anteraja_id,@f10ves https://t.co/BoCFQBLEeA,;;;
https://twitter.com/BiskuitOreo,@anteraja_id Waini!!!?,;;;
"https://twitter.com/Zaka_R17,""@anteraja_id BAIKNYA RAMADAN #PastiBagiHadiah #BaiknyaRamadan ";;;
"@nabawisasi @andi_angler57 @woodeiy"",";;;
https://twitter.com/embunpatricia,Halo @anteraja_id tlong cek resi sya 10006930707622 in dr kebumen k jkrt emank lewat bantul ya???? https://t.co/5Oj2g5LouH,;;;
https://twitter.com/f10ves,@anteraja_id Makasih makasih makasih miaw ฅ⁠^⁠•⁠ﻌ⁠•⁠^⁠ฅ https://t.co/99onCbRyAU,;;;
https://twitter.com/anteraja_id,@yunanalamsyah15 https://t.co/zxK4tKYFDP,;;;
"https://twitter.com/choliqilcham,""@AnterajaCare @anteraja_id min, cek dm"",";;;
https://twitter.com/anteraja_id,@bootemm https://t.co/DLwuj9vPjV,;;;
"https://twitter.com/aryabphe_,""@anteraja_id aman min tenang aja, oshi saya ituu wkwkw"",";;;
https://twitter.com/aryabphe_,@anteraja_id https://t.co/cvbFxX3rbu,;;;
https://twitter.com/anteraja_id,@aryabphe_ https://t.co/d61hBBcstB,;;;
https://twitter.com/anteraja_id,@MTaufikst48 https://t.co/Xj1wAIIkBC,;;;
https://twitter.com/anteraja_id,@_28_Gi https://t.co/eedbbbMCYQ,;;;
https://twitter.com/kamen_rezha,@anteraja_id @andiano_dewata,;;;
https://twitter.com/anteraja_id,Free wallpaper ✌️ https://t.co/JJz98ZDYJj,;;;
https://twitter.com/F_Astri17,@anteraja_id Min udah di kirim ya DM nya,;;;
https://twitter.com/anteraja_id,@ardiadriannn @Y_ChikaJKT48 @NAVY_INA 🫶,;;;
"https://twitter.com/anteraja_id,""Cek postingan terakhir di Instagram kita, siapa tau itu Oshi-mu 🫶✌️"",";;;
"https://twitter.com/edysupri,""@anteraja_id ";;;
"10006917928235 min ini ada notif paket akan direturn,ini bukan paket COD dan blm diantar kan"",";;;
https://twitter.com/sdgrlvmny_,lemot banget plis @anteraja_id https://t.co/zN74imEXUB,;;;
https://twitter.com/katropolitan_,@anteraja_id Ekspedisi ini kalau order Sameday biasanya jadi entah kapan day!!,;;;
"https://twitter.com/VSunandah,""@anteraja_id hallo min, tlng baca dm ya"",";;;
"https://twitter.com/framboze,""Min @anteraja_id @AnterajaCare , pengiriman pake Next Day, kenapa udah hari ke-3 belom sampe2? Ada kompensasinya ngga nih? Bayar NextDay dapetnya Reguler :("",";;;
https://twitter.com/depedevi,Paket uda 2 hari gak bergerak.. lagi puasa di pusat sortir ya @anteraja_id please deh.. gini nih kalo lupa klik ganti penganteran kalo belanja OL,;;;
"https://twitter.com/derangedtankie,""@anteraja_id dan @AnterajaCare tidak menanggapi proses refund ongkos kirim saya padahal sudah menyalahi twrm of service nya sendiri yang sampai pada tujuan maximum 10 jam, tapi sampai di keesokan harinya ";;;
"@anteraja_id bagaimana proses refund ongkir saya? kan kalian yg wanprestasi"",";;;
https://twitter.com/F_Astri17,@anteraja_id @piscvely @Mom_ofmoon Min sudah saya DM ya 🙏 @anteraja_id,;;;
"https://twitter.com/anteraja_id,""@A_ZeeJKT48 silahkan, mau ngirim paket ya? 😙"",";;;
https://twitter.com/Kumikowin,@anteraja_id @piscvely @F_Astri17 @Mom_ofmoon Congrats semuanya,;;;
https://twitter.com/F_Astri17,@anteraja_id @piscvely @Mom_ofmoon Terimakasih Mimin baik 🙏,;;;
https://twitter.com/piscvely,Yeayyy thankyouu @anteraja_id 🥰,;;;
"https://twitter.com/anteraja_id,""GIVEAWAY CLOSED🥳✨";;;
;;;
𝒮𝑒𝓁𝒶𝓂𝒶𝓉 𝓊𝓃𝓉𝓊𝓀: ;;;
@piscvely ;;;
@F_Astri17 ;;;
@Mom_ofmoon ;;;
;;;
"Pemenang akan mendapatkan e-wallet masing-masing 100ribu!💗 Mohon tunggu DM dariku gesss~😉"",";;;
"https://twitter.com/BPoer94,""@anteraja_id BAIKNYA RAMADAN #PastiBagiHadiah #BaiknyaRamadan ";;;
;;;
"@piscvely @Zaka_R17 @Annajmussaaqib"",";;;
"https://twitter.com/Arwini03,""@anteraja_id Baiknya Ramadan ";;;
@esteebuu @march_ali  @agilriego ;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/dwikiyuniko_,@C_OnielJKT48 @anteraja_id Kenapa Tweet ini tidak masuk ke notif 😔,;;;
"https://twitter.com/AndickTri,""Paket sudah sampai lokasi sortir di Kediri dari tgl 26 Maret 2023 tapi belum ada update apapun sampai hari ini, kelanjutannya gimana ini??";;;
@anteraja_id;;;
@AnterajaCare ;;;
"👎👎👎 https://t.co/9WLDjZHOLB"",";;;
"https://twitter.com/mayamaya2586,""@sourxsalt @anteraja_id Saya juga baru saja mengalami hal ini kak,sama sekali gaktau kalo ekspedisi ini bermasalah. Terus akhirnya barangnya sampai ke kakak gak? https://t.co/YDIq61zNIg"",";;;
"https://twitter.com/vhienuna,""@anteraja_id Mending urusin paket gue yg muter2 di jaktim ga jelas sumpah,hampir 1 minggu muter2 aja kayak g tau jalan atau ga punya bensin"",";;;
https://twitter.com/Hananto_vkh,@stroberyswit @AnterajaCare @anteraja_id Parah bgt memang anteraja kurang amanah dan tidak profesional,;;;
https://twitter.com/yourdawg_,@AnterajaCare @anteraja_id ini kalian emang ga bisa kasih penjelasan statusnya ya? https://t.co/rsNfOtsCYg,;;;
"https://twitter.com/vhienuna,""Sumpah ga jelas banget @anteraja_id @AnterajaCare  pengiriman dari tangerang ke jakarta selatan tp ga jelas muter2, di DM pun ga ada gunanya solusi cuma disuruh nunggu!!! Puasa2 bikin kesel https://t.co/ydyXo4UNW3"",";;;
"https://twitter.com/mynameAray,""@anteraja_id min coba cek resi ini, ko dari kmren muter2 aja ni paket di gudang.. Hadehhh"",";;;
"https://twitter.com/MilanoApril93,""@anteraja_id Baiknya Ramadan ";;;
#PastiBagiHadiah ;;;
#BaiknyaRamadan;;;
"Ikutan yuk @n1arwinner @Sassygir88 @namelesscat_18"",";;;
"https://twitter.com/ReivaldyAL,""@stroberyswit @AnterajaCare @anteraja_id Mampus lu diomelin, pacar w galak 🤣🤣🤣"",";;;
"https://twitter.com/stroberyswit,""lama bgt ga nyampe2 paket w, tutup aja dah mending @AnterajaCare @anteraja_id https://t.co/sVrBRSEHzV"",";;;
"https://twitter.com/DhakaW,""@anteraja_id mending rebranding jadi “anter kemana aja” jadi suka suka kurirnya mau nganter kemana, paket gue nyasar rumah org tp gatau rumah siapa, gimana nih? https://t.co/nxbo7xggy0"",";;;
"https://twitter.com/Nelll_V,""@anteraja_id Halo kak, tolong dibantu untuk proses antar hari ini paket saya no resi 10006927789839 ya statusnya gagal kirim kemarin tp sampe sekarang blm di kirim lagi. Tolong antar hari ini karena paketnya untuk kado dan orgnya mau pulang nanti malem. Terima kasih"",";;;
https://twitter.com/andridiansyah6,kalian @anteraja_id masih niat nganter paket pelanggan nggak ?? gila lu yak sesama jakarta mau seminggu kaga di kirim² .. amatir bgt lu jadi jasa pengiriman mending tutup aja ini jasa pengiriman asw lau @anteraja_id,;;;
"https://twitter.com/Hendhita_Dhita,""Pesen dari @ShopeeID pertama kali nyobain pake ekspedisi @anteraja_id ternyata separah ini..Barang dipick up kurir dri pembeli tgl 27 Maret 2023,tapi sampe tgl 30 Maret 2023,statusnya gak berubah..Ini barang saya dri dipick up,dibawa kemana ya?!komplain ke CS,belom dapet solusi https://t.co/rHkUGYu839"",";;;
https://twitter.com/Razessas,@A_ZeeJKT48 @anteraja_id ?,;;;
https://twitter.com/weningdyah,@AnterajaCare @anteraja_id 10006915093636 dari tgl 25 sampe skrg belum sampe. bandung-jkt.. udah 2x delivery ditunda krn operasional.. kalo banyak masalah tutup aja woiii.. bener2 ngaco nih ekspedisi,;;;
https://twitter.com/LeeKnowNose,@anteraja_id Ini saya diremehin ya? Paket saya gak di pick up selama 4 hari. Pembeli sampe muak marah2 sama saya. Ini niat kerja apa gak sih? Saya udah gak mau lagi pake jasanya kalau begini. Ekspedisi lain langsung pick up di hari itu juga. Pelayanan CS juga buruk sekali ya https://t.co/NaKA6lvSAZ,;;;
https://twitter.com/AnuJadiGini,@S_GraciaJKT48 @anteraja_id baaguss donh respect with u,;;;
"https://twitter.com/maudykhair_,""ckckckck kenapa komennya dibatasi @anteraja_id @AnterajaCare ???";;;
Ditelfon gak ada solusi, di WhatsApp yg jawab bot. ;;;
;;;
"Ini yang katanya team RESOLUSI pecat-pecatin aja orangnya kalo gak dapet-dapet solusi. Udah mau 2bulan dokumen perusahaan entah dimana gajelas🤣 https://t.co/BDK9B5GKBS"",";;;
"https://twitter.com/maudykhair_,""@ndessyy @anteraja_id ekspedisi penghilang paket, jangan pake ekspedisi ini lagi kak. aku juga dokumen perushaaan entah dimana gak ada kejelasan udh mau 2 bulan"",";;;
https://twitter.com/maudykhair_,@A_FionyJKT48 @anteraja_id ekspedisi penghilang dokumen ckckckck gaada tanggungjawabnya juga,;;;
"https://twitter.com/anteraja_id,""@cutiecloudiey Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
https://twitter.com/emmmhuuu,@A_ZeeJKT48 @anteraja_id aku kira iklan lagi hahahah,;;;
https://twitter.com/emmmhuuu,@A_ZeeJKT48 makanya pake  @anteraja_id  hahaha,;;;
https://twitter.com/hvmanic,@anteraja_id @AnterajaCare cek dm ya @AnterajaCare,;;;
https://twitter.com/cutiecloudiey,@anteraja_id paket saya ada yg blm di pick up dari tanggal 27,;;;
"https://twitter.com/derangedtankie,""@anteraja_id @AnterajaCare gue tinggal di jatinegara, ";;;
"kordinat di gambar bukti penerimaan MATRAMAAAAN https://t.co/OVlUdVwLcQ"",";;;
"https://twitter.com/derangedtankie,""@anteraja_id @AnterajaCare fuck your customer service, ";;;
kagak bales dm gue, whatsapp juga ngga di respon, nomor telepon cs lo!? ngga aktiffff;;;
"tutup aja perusahaan lo"",";;;
"https://twitter.com/anteraja_id,""@Hananto_vkh Hi Kak Hananto, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@ndessyy Hi Kak Dessy, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@sansidenttite Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@ujayyy_yy @AnterajaCare Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@TokoNatan Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
https://twitter.com/senoparty_,@anteraja_id @AnterajaCare udh gua chat anjir,;;;
"https://twitter.com/anteraja_id,""@senoparty_ Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@derangedtankie Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@dailynthlie Hi Kak Natha, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@senoparty_ Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@IMFSHL Hi Kak Irfan, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@chococreamxake Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@Tonay_Hawk Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@hvmanic Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/Hananto_vkh,""@anteraja_id Dari Rabu pagi sekali sampai hari ini sudah 2 hari di SD terakhir (Pondok Bambu) tidak/belum diantar juga, kenapa tidak bisa amanah/profesional? Saya sudah sering sekali mengalami hal buruk dgn anteraja SPT barang hilang, tertukar, salah alamat dll. 10006917893694"",";;;
"https://twitter.com/nansati,""@TokopediaCare min @TokopediaCare  itu @anteraja_id @AnterajaCare nya di tegur dong ... menurut seller tempat saya beli barang, anteraja sudah sering mangkir kalau sameday. Orang kan pilih sameday karena ingin kepastian sampai 😡"",";;;
"https://twitter.com/danawallet,""@ndessyy @anteraja_id Yu ceritain keluhan kamu via DM, mohon informasikan juga ya nomor ticket kamu guna mempercepat penangangan... Terima Kasih"",";;;
"https://twitter.com/danawallet,""@ndessyy @anteraja_id Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT."",";;;
https://twitter.com/ndessyy,Semua tdk bisa dihubungi baik pihak penjual https://t.co/Bjvjzy7DmO @danawallet ataupun pihak @anteraja_id selaku ekspedisi,;;;
https://twitter.com/ndessyy,Coba cek di @anteraja_id tdk ada respon. Dan barang belum di pickup tertera kendala internal https://t.co/mp29Dw2obr,;;;
"https://twitter.com/bismilah_menang,""@anteraja_id BAIKNYA RAMADAN";;;
;;;
@DePoliglote ;;;
@Jobriik ;;;
@RaniKancana ;;;
;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/cupcakeeyys,""@heelation @anteraja_id Aku udah dm ke anteraja nya terus dibantu cek, Alhamdulillah udah sampe kakk"",";;;
"https://twitter.com/sansidenttite,""@anteraja_id halo min, ini pickup paket udah lewat estimasi"",";;;
https://twitter.com/ujayyy_yy,@anteraja_id  @AnterajaCare ini tuhhh gimana dari kemarin tertunda mulu karena masalah operasional https://t.co/5aUrdbUm7B,;;;
"https://twitter.com/TokoNatan,""@anteraja_id Tolong dibantu paket dengan resi 10006921618539";;;
;;;
"Saya butuh buat siang ini, paketan ke Tangerang malah dikirim ke Bogor. Terus ini ke Tangerang lagi. 😂"",";;;
https://twitter.com/senoparty_,cs @anteraja_id pd sibuk smua keknya ngelayangin smua org yg komplain krn paketnya kaga sampe sampe bangsat,;;;
"https://twitter.com/derangedtankie,""barang belom gue terima, udah ngibul aja, gue terima barang, mana difoto seclose up mungkin, lantai rumah nya bukan lantai rumha gue tuh, ataupun tetangga2 gue @anteraja_id ";;;
"barang gue mana nyet????"",";;;
"https://twitter.com/derangedtankie,""@anteraja_id karyawan lo dididik dong ";;;
"kalo ngga sanggup menuhin layanan, jangan ngibul biar kesannya menuhin target"",";;;
"https://twitter.com/dailynthlie,""@anteraja_id ini teh gimana anjr, udh seminggu paket gue ga sampe sampe, gajelas banget https://t.co/6s5SxeuwjZ"",";;;
"https://twitter.com/senoparty_,""knp si paket @anteraja_id slalu didiemin di gudang lama bgt anjing kesel bs ampe 2 hari lebih, pdhl ekspedisi lain ga gini"",";;;
"https://twitter.com/IMFSHL,""Hallo min, ini kenapa ya pesanan sebelumnya udah sampai di Jakarta timur, tapi kenapa balik lg ke Semarang ya? @anteraja_id https://t.co/KUqEGHlD7A"",";;;
https://twitter.com/chococreamxake,@anteraja_id tolong dong ini paket saya kapan di-pick up? Harusnya dari kemarin jam 18.00,;;;
"https://twitter.com/Tonay_Hawk,""@anteraja_id ini 10006932902443 barangnya ilang ia.?";;;
"2 hari tuh barang mandek bae kaga otw otw lagi https://t.co/1p4fquxrkR"",";;;
https://twitter.com/fahriajaoke,@S_AshelJKT48 @anteraja_id https://t.co/UkEJQLPJut,;;;
https://twitter.com/heelation,@maungngomul @anteraja_id tulisannya apa kak? paketnga udah sampe mana?,;;;
"https://twitter.com/anteraja_id,""@tidurmulu Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@alfiranovitaa Hi Kak Alfira, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@alfiranovitaa Hi Kak Alfira, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@haehaehaechanz @AnterajaCare Hi Kak Alisa, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
"https://twitter.com/anteraja_id,""@whateveritakez Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS"",";;;
https://twitter.com/sahara78812,@S_AshelJKT48 @anteraja_id Oke cell,;;;
https://twitter.com/sahara78812,@S_AshelJKT48 @anteraja_id Oke min,;;;
https://twitter.com/maungngomul,@heelation @anteraja_id masih belom sampe hingga saat ini kak😞😞,;;;
https://twitter.com/whateveritakez,@anteraja_id rute pengirimannya selalu di luar nalar 😌 https://t.co/TgUJOIuaPC,;;;
"https://twitter.com/haehaehaechanz,""Estimasi sampe besok loh, tp masi stuck gini. Ampun deh anteraja 🙂 @anteraja_id @AnterajaCare https://t.co/1tkQ18FDnX"",";;;
"https://twitter.com/saefudindwi_p,""@L_MarshaJKT48 @anteraja_id Maeng mah puasa paskah,bukan puasa ramadan"",";;;
"https://twitter.com/Muhamma18988894,""@S_AshelJKT48 @anteraja_id Yaa yang semangat puasanya biar nyampai buka sorenya, maaf yaa"",";;;
https://twitter.com/R_Hafidziin,@anteraja_id #TimDibanguninEmak 😃,;;;
"https://twitter.com/Indmulyani1,""@anteraja_id min, resi 10006918829469 kok lambat yaa, beberapa kali stuck gak gerak posisinya, tlong min"",";;;
https://twitter.com/hvmanic,hai @anteraja_id kindly check your dm yaa,;;;
"https://twitter.com/woodeiy,""@anteraja_id BAIKNYA RAMADAN";;;
;;;
Yuk ikutan @LiiaMonday @andi_angler57 @BPoer94 ;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/anteraja_id,""Siapa yang gini juga? Ngaku!";;;
"#BaiknyaRamadan https://t.co/60RUOlGif8"",";;;
https://twitter.com/8430BAM,@anteraja_id @AnterajaCare ko masi stuck ka sampe sekarang? padahal estimasi sampe hari ini https://t.co/S0gcQYXvqR,;;;
"https://twitter.com/slmanahwa_,""@anteraja_id baiknya ramadan, pake @anteraja_id  pasti lebih baik🫶 @embosindo @inicakrabeneran @billieeilish"",";;;
"https://twitter.com/yagadigi,""@anteraja_id Baiknya Ramadan.";;;
;;;
Yuk ikutan;;;
"@anakRamze @aaaantonnn86 @linohensem #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/haijjaee,""@sbtcon Jgn refund sih nder. Soalnya km juga untung paking berapa sih nder sebagai admin go, paling cuma 5-10k kan. Apalagi ini barang nya emg udah di beliin bener bener. Apa ga rugi klo mau refund, km dapet duit engga rugi malah iya  btw @anteraja_id gimana nih, selesai in yg bener dong"",";;;
https://twitter.com/heelation,@maungngomul @anteraja_id mjb kak nemu di search ban. ini paket kakak gmn kabarnya ya? soalnya paketku kayak gini jg 😭,;;;
