Filter By Length,Label
"tolong,layan,kemaren,dipickup,sampe,skrg,cape,complain,mulu,dipickup,skrg,kalo,cancel",negatif
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,baiknyaramadan,pastibagihadiah",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadhan,lupa,follow,kuis,pastibagihadiah,baiknyaramadhan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadhan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"bikenya,ramadan,gasskeunn,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"bikebaiknya,ramadan,pastibaguhadiah,baiknyaramadan",netral
"ramadhan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibaguhadiah,baiknyaramadan",netral
"bikebaiknya,ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"ramadan,pastibagihadiah,baiknyaramadan",netral
"syarat,reply,mention,orang,teman,biar,hashtag,pastibagihadiah,baiknyaramadan,moga,untung",netral
"bagibagi,foto,oshi,baiknyaramadan,bagibagi,hadiah,biar,puasa,semangat,clue,gambar,untung,dapetin,headphone,gaming,atom,wireless,soul,headphone,reply",netral
setujaaaaaaa,netral
"moga,label,haram,pakai,jasa,ekspedisi,biang,musibah,moga,anteraja,cepet,tutup,bangkrut",negatif
"resi,sampe,sampe,gudang,cirebon,ambil",negatif
"kapok,kali,pake,ekspedisi,anteraja",negatif
"ekspedisi,musibah",negatif
"halo,resi,stuck,kemarin,statusnyabisa,tolong,trimz",negatif
"maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan",netral
"nonaktif,tanggal,pickup,sampe,jatuh,tempo,tanggal,dipickup,udah,gada,komunikasi,tbtb,jadwal,ulang",negatif
"halo,tolong,banget,paket,gimana,status,suruh,nunggu,nunggu,nunggu,hilang,bilang,lupa,tanggung",negatif
"kurir,ngga,datangkok,cancel,barang,hilang,ambil,ngga,update",negatif
"tolong,ngga,update",negatif
"nyesel,plih,kurir,hrga,biar,senin,kirim,slasa,mangkrak,mangkrak",negatif
"strategi,hapus,list,pilih,kurir,komplen,beli,kalo,pake,kurir,peduli,boikot,kerjasama",negatif
"paket,anteraja,macet,berharihari,kalo,mampir,jakarta,utara",negatif
thanks,netral
"ampun,muter",negatif
"pake,jasa,ekspedisi,lambat",negatif
"pesan,kirim,udah,nyantol,gimana",negatif
"gimana,resi,website,resi,pake,koma,dapet,pake,koma",netral
"paket,status,aneh,senin,kirim,alamat,sampe,sampe,sedangakan,paket,sampe,coba",negatif
"bener,paket,udah,diem,diantarantar,kurir",negatif
"pepet,sengaja,pilih",netral
"photocard,versi,member",netral
"tolong,semnagatin,puasa",netral
"halo,admin,paket,muter,muter,udah,sukoharjo,tinggal,alamat,rumah,semarang,gajelas,banget",negatif
"thanks,semangat,puasa",netral
"banyakin,sabar,bang,kalo,pake,ekspedisi,ngalamin,minggu,barang,datengdateng,pake,ekspedisi,saran,next,kalo,barang,pilih,ekspedisi,beres",negatif
"gimana,admin",netral
"belanja,tokopedia,tanggal,maret,sampe,tanggal,maret,tulis,tunggu,kurir,pake,kurir,entaraja,bener,idiot",negatif
"sahur,pict",netral
"paket,manaaaaaaa",negatif
"kurir,barbar,lambat,jasa,kirim,jasa,kirim,jarang,promo,kurir,barbar,preman,gesit",negatif
"proses,cashout,saldo,refundaja,rekening",negatif
"allah,anter,pake,sampe,sampe,pdhl,order,jumat,nyebeliiiiin,basi,tanggung",negatif
"dedek,kitty,bombastic,side",netral
"dapet,freeeeeeeee",negatif
kerennyaa,positif
"arti,wkwk",netral
"semangat,giat",netral
"tinggal,nonton,ulang,yutub",netral
"paket,stak,kemaren,gerak",negatif
mantap,positif
"tolong,thank",positif
"cant,relate",negatif
anter,netral
makasih,positif
"pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
oniel,positif
"tutor,satpam",netral
tolong,netral
"malam,barang,kode,booking,kemarin,ambil,kurir,satus,ubah,kemarin,barang,akun,beda,direquest,salah,barang,ambil,status,ubah",negatif
"paket,kaga,ambil,ambil,kantor,tutup",negatif
"semangat,bener,akuh",netral
"atok,maaf,bikin,kakak,risau,layan,move,maja,tunggu,chat,moga,puasa,lancar,dapet,baiknyaramadan,trims",netral
"sandra,maaf,bikin,kakak,risau,layan,move,maja,tunggu,chat,moga,puasa,lancar,dapet,baiknyaramadan,trims",netral
"kirim,barang,pake,ekspedisi,anter,tahan,anter,entar",negatif
"tidur,skrg,biar,bangun,sahur",netral
"info,satpam",netral
"masya,allah",positif
"aaaa,keren,asik",positif
frey,netral
thankyou,positif
"paket,nyasar,sampe,ternate,pdhl,jktbogor,sampe,papua,bener,tolol",negatif
"info,lowong,satpam,deket,rumah",netral
fenikuhibiniu,netral
"freya,hehe",netral
"ramadhan,lupa",netral
"kerennn,anuu,ndoro,live,hehe",netral
"info,loker,satpam,komplek,freya",netral
"wiih,alhamdulillah",positif
"beuh,bahagia,kasih,lord,preya",positif
"tunggu,naaaa",netral
"cewek,komplek,rumah,sholat,tarawih",netral
"sorum,kajes",netral
"senang,layan,move,maja,tunggu,chat,moga,puasa,lancar,dapet,baiknyaramadan,trims",netral
"bestieku,emang",positif
"makasih,ngirimin,makan",positif
"reflek,satpam",netral
"jesslyns,sahur,pict,bangun,negeri",netral
"salah,cepet,sahur,buka",netral
arigatou,netral
nice,netral
"thanks,info",positif
satpam,netral
"cepet,sahur",netral
"makasihhh,cici",positif
freya,netral
"masyaallah,mulia,anak",positif
kasih,netral
"info,menu",netral
nggihh,netral
"mantap,keren",positif
semangat,netral
satpam,netral
ndoro,netral
"alangkah,cerita,brbagi,takjil,lanjutin,showroom,ndoro",positif
"kerenn,freyana",netral
"buka,kalo,kalo,north,america,bener,sahur",netral
"takjil,wota",netral
"masyaaallah,freyaa",positif
"umur,hidup,kali,pngen,satpam,dket,rumah",netral
pict,netral
allhamdulilah,positif
"makasih,cijess",positif
"terima,kasih,cici",positif
aseq,netral
"satpam,dapet,bonus,senyum",positif
"abis,makan,bareng",netral
"ndoro,sorum",netral
"buka,puasa",netral
"semangat,memamg",netral
"bahagia,satpam,wkwk",positif
"baiknyaramadhan,kali,semangatin,temen,temen,sahur",positif
satpam,netral
kerennn,positif
"freya,showroom",netral
"waini,moga,berkah,aamiin",positif
"jadwal,mintttt",netral
uwuooggg,netral
"ngak,frey",netral
"reflek,satpam,biar,takjil",netral
freya,netral
"ingsfo,satpam,deket,rumah",netral
barakallah,positif
satpam,netral
"nice,baiknyaramadhan",netral
wkwk,netral
"haek,gimana,kabar",netral
"selamat,buka,babe",netral
"kerennn,showroom",positif
"lupa,showroom",netral
"satpam,deket,rumah,freya",netral
semangat,netral
"showroom,freya",netral
"frey,takjil",netral
satpam,netral
takjil,netral
"hoax,ndoro",netral
"peace,love,gawl",positif
"satpam,deket,rumah",netral
"satpam,kasi,senyum,dapet,sunnah",positif
alhamdulillah,positif
"fureya,chan",netral
"puasa,bikin,esmosi",negatif
"selamat,berbukaaa",netral
cakeppp,positif
alhamdulillah,positif
"keren,freyana,gadapet",netral
"kasih,takjil",netral
frey,netral
sipp,netral
"foto,frey",netral
"semangat,kerja",netral
keren,positif
asik,netral
wkwkwkkww,netral
"baiknyaramadhan,kali,takjil,satpam,deket,rumah",netral
"gimana,paket,pickup,pickup,kendala",negatif
"edit,pakai,photoshop,xiaomi",netral
takuttttt,negatif
"akhh,oshikuuu",netral
mint,netral
"keselek,becak,tunggu,foto,mohon,foto",negatif
"galang,maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
yeuuuu,netral
"thoriq,maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
"mohon,maap,maksud,paket,estimasi,kirim",negatif
"takut,banget",negatif
"yaudah,takjil,beliin",netral
"coba,puasa",negatif
"maaf,bikin,kakak,risau,layan,move,maja,tunggu,chat,moga,puasa,lancar,dapet,baiknyaramadan,trims",netral
"filia,senang,hati,layan,move,maja,tunggu,chat,moga,puasa,lancar,dapet,baiknyaramadan,trims",netral
"baca,tolong",netral
"jumat,dipick,ngapain",negatif
"bener,bener",negatif
oshiku,negatif
"bukti,bohong,publik,coba,bukti,bukti,kalo,kurir,udah,sampe,rumah,bukti,kalo,rumah",negatif
"cantik,banget",netral
mplorrr,netral
"hepizen,maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
"minn,dibantuuu",netral
"payah,emang",negatif
"semangat,jugaa,yaaa",netral
"reply,twit,makan,dessert,udah,manis,manis,karna,baca,twitmu,okede,trims,semangat",positif
"hepizen,maaf,bikin,kakak,kecewa,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
"layan,burukkkkkkk,pake,doang",negatif
"kirain,chika,hpnya,nyata,christy",netral
"share,foto",netral
sameday,negatif
"foto,gita,pakai,jaket,mimin,quet",netral
"mimin,ngajak,gelud",negatif
"reviewer,film,coba,review,drakor,drama,komplek,rempong,anteraja",netral
"makan,minum",netral
"jalur,cepet,tusut,songong,kitty,totokk,tusutt",netral
keren,positif
"bukber,kwkw",netral
"dosa,susah,orang,puasa,jungkir",negatif
"ngab,toya,cakep,banget,masya,allah",positif
"bener,olla",netral
"suka,mpen,gaya,ngelendot,lihat,anak,ngelendot,cici",netral
"beda,dikit,kdrama,hehe",netral
"haiiii,ollaaaa",netral
"ujan,dingin,hehe",netral
"buka,pake,boss",netral
"percaya,minum,susu",netral
"hayuk,share,hehehe",netral
"baiknyaramadhan,kali,semangatin,siang,panas,bangett,semangat,minum,makan,biar,buka,bareng",netral
"woyyh,babi,paket,sameday,kirim,sampah",negatif
astaga,positif
"samping,feni,marsha,onil",netral
"trending,foto",netral
wkwkwkwkwk,netral
"mantab,mplor",positif
kiyowo,positif
wkwkkwkw,netral
"pingin,marah,puasa",negatif
"masuk,islam",netral
"orang,banget,marsha,masuk,islam,wkwkwk",netral
"makasih,foto,mimin,hati,sombong",positif
"fany,senang,hati,layan,move,maja,tunggu,chat,moga,puasa,lancar,dapet,baiknyaramadan,trims",netral
"wuiii,tunggu,sampe,kapasitas,hapeku,penuh",netral
tunggu,netral
takut,negatif
okee,netral
"makasiii,kaaa,wkwk,lancar,puasanyaa",positif
"hadehh,liat,futu,oshiku,sulit,udah,benerin,indah,baiknyaramadan",negatif
"shoot,flora",netral
"feni,marsha,flora,christy",netral
"admin,ulah,kerja",negatif
"alahhhh,cantik",netral
oniel,netral
"buset,kitty",netral
minn,netral
"rela,bolak,kornelia",netral
"benerbener,yaaaa,wedeeeeh,oniel,cuyyy",netral
"kalo,ngerepotin,puasa,lancar",negatif
"bener,sampe,ngebalik",negatif
"takut,driver",negatif
"paket,same,kemarin,tolong,resi,anteraja",negatif
"susah,orang,puasa",negatif
"muthee,miinnttt",netral
gitu,netral
hehe,netral
"muthenya,manaaaaaaaaa",netral
"alamat,biar,mimin,kirimin",netral
"bang,ampun,bang",netral
"tobat,mina,pake,laptop,ngebalik,laptop",negatif
"pagi,bikin,emosi",negatif
foto,netral
flora,positif
wkwkkwkw,netral
"bisabisanya,foto",negatif
"ramadhan,oshi,cantik,banget",netral
sygq,netral
"lihat,onil",netral
bener,netral
yukkk,netral
"emang,sengaja",netral
"buka,twitt,laptop,wwkwkwk",netral
sila,netral
foto,netral
"baiknyaramadan,bagibagi,foto,oshi,mohon,usaha,dikit,liat,foto",netral
"bantu,follow,paket,mandeg,sampe,sampe,nomer,tiket,lapor",negatif
asyhaduu,netral
"izin,save,foto,oniel",netral
"kangen,mimin,anteraja,ngepost,membs,gitu",netral
"paket,status,kemarin",negatif
"hello,request,cash,refund,nggak,beresberes,udah",negatif
"dooooong,thank",negatif
nggak,netral
"paket,gagal,retur,kirim,paket,gagal,terima,barang,rumah",negatif
"paket,gagal,retur,paket,gagal,terima,barang,rumah",negatif
"bantu,tracking,paket",negatif
"pagi,admin,kemarin,request,pickup,paket,shopee,kurir,pickup,gimana,butuh,bantu,pickup,paket,terima,kasih",netral
"aneh,banget,ekspedisi,anter,lawak,status,anter,rumah,kemarin,jakarta",negatif
"pick,suka,telat,pick",negatif
"walaaah,admin,please,pakai,kirim",negatif
"paket,minggu,sampe,udah,lapor,suruh,nunggu,sampe",negatif
"lahhh,samaa,paket,udah,minggu,sampe",negatif
"tolong,paket",negatif
"beuhhhh,keren,banget",positif
"pagi,ramadhan,kerja,kurir,rekomendasi,udah,kayak,estimasi,kurir,senin,nyampe,lokasi,jual,evaluasi,kerja,kurir",negatif
"kalo,tukang,paket",positif
"sumpah,pdahal,sampe,kota,tuju,kirim,anter,kirim,jakut,tolol,abis",negatif
"mang,eaaakk,minn",netral
"goblok,rumah,nama,apip,status,terima,apip,brengsek,emang",negatif
"hadiah,hasil,nyolong,wkwkwk,kang,nilep,barang",negatif
"kalo,kurir,anterajanya,kirim,paket,request,pick,inimah",positif
"cakep,cuyy",netral
"payah,paket,kirim,tunda,operasional,butuh,barang,dipake,cepat",negatif
wedeh,netral
hahahah,netral
"tydack,ngemil",netral
"lupa,coba,buka,puasa",netral
"puasa,prapaskah,lupa",netral
"pickup,ngulur,udah,ditungguin,jumat,siang,sampe,skrg,pickup",negatif
"nganter,paket",netral
waini,netral
"affhhh,iyyhhh",netral
"paket,nyampe",negatif
shareloc,netral
kurir,netral
"oniel,satria",netral
"anter,paket,rumah,hehe",positif
"masya,allah",positif
mint,netral
"kurir,sayang",positif
"telat,pickup,contoh,bener,gitu,biar,telat,alas,nyalahin,seller,please,kalo,cepat,jujur,gituloooo",positif
"info,kurir,kayak,daerah,jogja",netral
"onielchan,cantik,banget",netral
"info,paket,mint",negatif
kurir,netral
"asiik,anterin,pketku,rumah",netral
affh,netral
"cocok,oniel,kurir,anteraja",netral
"cakep,bener",netral
"oniel,emang,cantik,banget,sayang,banget,oniel,oniel,rajin,ngabarin",positif
"wededeh,alhamdulillah",positif
"pink,banget",netral
"skin,kurir",netral
"widih,paket,sampe,kurir,anterin,ngga",netral
"ngisep,darah,ngga",netral
"asikk,pink,pink",netral
"makasiiih,minn,udah,ajak,mampir",positif
"emang,puasa,paskah",netral
"lupa,cobain,bukber,takjil",netral
greee,netral
"marshaaaaa,mimin",netral
"mang,eakk",netral
"haiii,oniel,abis,mainmain,anteraja",netral
"kurir,gajelas,naruh,paket,terang,terima,orang,langsung,padal,pusing,mikirin,kuliah,excited,paket,kurir,search,anteraja,search,kendala",negatif
cinta,positif
"semangat,puasa,matcha",netral
"cerita,training,insyaallah,masuk,islam",netral
mang,netral
"benerr,ngabb",netral
"masya,allah,onyiel",positif
mantap,positif
"eiitttsss,produk",positif
"masya,allah",positif
"minum,makan,puasa,minum,makan,mesti,nahan,dengerin,ninggalin,temen,ghibah,susah",netral
"mantaaps,bujet",positif
"mnding,ganti,nama,entar,drpd,anter",negatif
"puasa,prapaskah",netral
"mimin,satsetsatset,normal,bolak,portairport,kota,asalgtkota,tujuangthubgtkota",positif
mangeak,netral
"matahari,lari,muda",netral
"mumpung,event,gede",netral
"serasa,siksa,belanda",netral
"ngmng,apas",netral
"gapapa,trial",netral
"wuidih,cweeet",netral
"mending,budim,pulang,gerejaaa,shaa",netral
"baiknyaramadan,kali,hormat,member,puasa,makan,skalian,coba,puasa",netral
"keren,maeng",netral
mantul,positif
login,netral
"bener,biar,dapet,kwrunianya",netral
shap,netral
mint,netral
"order,sabtu,pick,sampe",negatif
anime,netral
kereen,positif
"gigi,hannyhihihi",netral
"frustasi,banget,kirim,anter,paket,gerak,gerak,tolong,minggu,gerak,paket,resi",negatif
masokkk,netral
"keren,queen",positif
"keren,marshaa",positif
"subhanallah,onieeelll",positif
manttap,netral
heeyy,netral
"buka,puaa,oniel,beli",netral
"indah,telorasin",netral
anjassss,netral
cakepp,positif
ashiap,netral
"widihh,keren",positif
"puasa,penasaran,wkwk",netral
"gaada,nich",netral
"wihh,manntulity",positif
widih,netral
"beuhhh,mangstap",positif
"garis,putih,lapang,sekolah",netral
wedede,netral
"keren,matcha",positif
mint,netral
"beuhhh,maeng",netral
"kirain,hashtag",netral
"okeee,cinta",netral
"template,wkwk",netral
"indah,telor,asin",netral
"samping,wkwkw",netral
masyaallah,positif
keren,positif
siaaaappp,netral
"telpon,ketok,rumah,status,paket,tunda,terima,hubung,kntorrmah,tutup,smua,aktif,rumah,mnggu,satria,kbar",negatif
masyaallah,positif
"bohong,kamuh",negatif
kerennn,positif
"kebalikbalik,logika,puasa,hormat,puasa,puasa,makan,minum,kena,olah,olah,nafsu",negatif
wedehhh,netral
"bener,puasa,gaboleh,boong",netral
"bangga,lohhh",positif
"haloo,status,proses,jakarta,timur,ambil,langsung",netral
"shap,mint",netral
bweuuhhhh,netral
"login,jumat,ngomong,astaghfirullah,gitu",netral
"pake,anteraja,berangkat,kerja,pake",positif
mint,positif
"terima,kasih,anteraja,marsha,ngetwit",positif
"thanks,info",positif
mantappp,positif
"selamat,buka,puasa",netral
"free,gacha,jamin,char",netral
"mashallah,subhanallah,matchaaa",positif
"maeng,maeng,maeng",netral
"mang,eaaaak",netral
"kerenn,marsha",positif
"wowowowowoo,buka,sekarangg",netral
beeuuuhhh,netral
alhamdulillah,positif
puasa,netral
mint,netral
"mantulity,alias,mint",positif
"kerennn,semangat,browwww",positif
"wedehhhh,mantap,anime",positif
mantap,positif
"mending,server,mumpung,event",netral
"behhh,semangat,maeng",netral
marshaoloh,netral
"mantap,shaa",positif
"beuuhhhhhh,mantap",positif
keren,positif
okeh,netral
"makan,tinggal,makan",netral
ntapppp,positif
semangat,netral
maca,netral
bismillah,netral
"wedehhh,siapp,matchaaa",netral
wedehhh,netral
"baiknyaramadan,kali,hormat,member,puasa,makan,skalian,coba,puasa",netral
"mantap,mint",positif
mint,netral
mint,netral
"okee,niel",netral
"keren,oshiku",positif
mantapp,positif
mint,netral
kerenn,positif
mint,netral
nnti,netral
"selamat,buka,onielll",netral
"selamat,buka,puasa",netral
"semangatt,ciii,gree",netral
mint,positif
"bikin,video,with",netral
mint,netral
"cemangat,tahan,lapar,haus,cigre",netral
masyaallah,positif
"tolong,shopee,otomatis,males,sameday,anter,expedisi,sameday,biar,gojekgrab,bagus,anteraja,pake",negatif
"mauuu,jugaaaa",positif
"coba,foto,pake,jaket,anteraja",netral
masyaallah,positif
"mantap,mint",positif
ashiapppp,netral
"wihhh,keren,mint",positif
"wedee,mangtapp",positif
"terima,kasih",positif
masyaallah,positif
"buka,pake,niel",netral
"keren,banget,onielku,sayang,selamat,buka,puasa,oniel",netral
"mampir,thread,oniel",netral
aamiin,netral
"masya,allah",netral
oniel,netral
"sameday,sameday,kucing",negatif
"siapp,packk",netral
kelasss,netral
sipp,netral
"baiknyaramadhan,tahan,lapar,haus",netral
mantap,positif
mantap,positif
"kerja,bagus",positif
mint,netral
keren,positif
usaha,netral
heheh,netral
"mantappp,cigee,emang",positif
"wihhh,keren",positif
"mantap,cimta",positif
"mang,bagus,bagus",netral
kereeen,positif
buka,netral
"mantap,mint",positif
"shiaap,mingre,terbaiq",netral
great,netral
"rill,mint",netral
keren,positif
keren,positif
ciciyangbaik,netral
"keren,mint",positif
"waini,mantap",positif
mint,netral
hehehe,netral
"coba,isengin,shani,mpen,biar,puasa",netral
"mantap,kali,cigre",positif
"alhamdulillah,mkasih,toleransi",positif
info,positif
"keren,cici",positif
terimakasih,netral
mantap,positif
"kalo,makan,liat,udah,kenyang,kayak,abis,makan,ransum",netral
"ultah,lohh,ucapin,dongg,hehehe",netral
"terima,kasih,semangattt",positif
"sayang,cici,banget",netral
"bismilah,cigre",netral
"mint,mantap",positif
mint,netral
"malam,barang,kode,booking,kemarin,ambil,kurir,satus,ubah,kemarin,barang,akun,beda,direquest,salah,barang,ambil,status,ubah",negatif
sameday,negatif
"awas,kalo,sampe,dipickup",negatif
"mohon,maap,maksud,paket,estimasi,kirim",negatif
"gimana,kurir,salah,kirim,masak,banget,kirim,nomor,nomor",negatif
"paket,salah,alamat,kirim,tolong,baca,kurir,paham,alamat,kurir,paket",negatif
"kebalikbalik,logika,puasa,hormat,puasa,puasa,makan,minum,kena,olah,olah,nafsu",negatif
"jumat,dipick,ngapain",negatif
"bener,sampe,ngebalik",negatif
"diremehin,paket,pick,beli,sampe,muak,marah,niat,kerja,udah,pake,jasa,ekspedisi,langsung,pick,layan,buruk",negatif
"halo,tolong,bantu,proses,paket,resi,status,gagal,kirim,kemarin,sampe,kirim,tolong,paket,kado,orgnya,pulang,malem,terima,kasih",negatif
"ekspedisi,hilang,dokumen,ckckckck,gaada,tanggungjawabnya",negatif
"takut,driver",negatif
"kindly,check,your",negatif
"blangsak,emang,bang",negatif
gemash,negatif
"kalo,pake,kurir",negatif
"tanggap,gimana,nihgagal,stadion,bawa,anteraja",negatif
"kalo,pake,kurir",negatif
"paket,anter,tinggal,bawa,kurir,kmrn,barang",negatif
"susah,orang,puasa",negatif
"frustasi,banget,kirim,anter,paket,gerak,gerak,tolong,minggu,gerak,paket,resi",negatif
cyurrrr,negatif
"paket,status,kemarin",negatif
"belanja,tokopedia,tanggal,maret,sampe,tanggal,maret,tulis,tunggu,kurir,pake,kurir,entaraja,bener,idiot",negatif
"tolong,paket,dipick,kemarin",negatif
"entaraja,cepet,pick,paket,resi,puasa,bikin,gondok,pick,lelet",negatif
"halo,tolong,bantu,proses,paket,resi,status,gagal,kirim,kemarin,sampe,kirim,tolong,paket,kado,orgnya,pulang,malem,terima,kasih",negatif
"proses,cashout,saldo,refundaja,rekening",negatif
"parah,anteraja,amanah,profesional",negatif
esemgeteeeeee,negatif
"kapok,kali,pake,ekspedisi,anteraja",negatif
"nonaktif,tanggal,pickup,sampe,jatuh,tempo,tanggal,dipickup,udah,gada,komunikasi,tbtb,jadwal,ulang",negatif
"kindly,check,your",negatif
"diremehin,paket,pick,beli,sampe,muak,marah,niat,kerja,udah,pake,jasa,ekspedisi,langsung,pick,layan,buruk",negatif
"moga,label,haram,pakai,jasa,ekspedisi,biang,musibah,moga,anteraja,cepet,tutup,bangkrut",negatif
"paket,gagal,retur,paket,gagal,terima,barang,rumah",negatif
"bener,bener",negatif
"parah,anteraja,amanah,profesional",negatif
cyurrrr,negatif
"barang,ilang,barang,mandek,kaga",negatif
"bantu,tracking,paket",negatif
"tolong,fitur,sameday,hapus,pake,sameday,prnh,kurir,suka,bikin,update,palsu,mendelay,pickup,paket",negatif
"pake,ekspedisi,udah,jual,pake,ekspedisi,jual,bilang,otomatis,shopee,ngatur,males,lanja,shopee,kalo,ketemu,ekspedisi,lelet",negatif
"paket,sampe,lohh,pake,layan,nexday",negatif
"kocak,udah,bener,jogja,tinggal,kirim,deket,roket,gilaa",negatif
"dapet,freeeeeeeee",negatif
"kurir,ngga,datangkok,cancel,barang,hilang,ambil,ngga,update",negatif
"strategi,hapus,list,pilih,kurir,komplen,beli,kalo,pake,kurir,peduli,boikot,kerjasama",negatif
"nyampe,paket,tutup,mending",negatif
"nemu,search,paket,kakak,kabar,paket,kayak",negatif
"hallo,pickup,pickup,coba,chat,respon,anteraja,nama",negatif
"sameday,sameday,kucing",negatif
"sampe,skrg,sampe,bandungjkt,udah,delivery,tunda,operasional,kalo,tutup,woiii,bener,ngaco,ekspedisi",negatif
"barusan,nyetir,jalan,kendara,ngeselin,auto,kasar,maap,bawa,marah",negatif
"hello,request,cash,refund,nggak,beresberes,udah",negatif
"paket,kaga,ambil,ambil,kantor,tutup",negatif
"gabisa,gabisa",negatif
"ckckckck,komennya,batas,ditelfon,solusi,whatsapp,team,resolusi,pecatpecatin,orang,kalo,dapetdapet,solusi,udah,dokumen,usaha,gajelas",negatif
"frustasi,banget,kirim,anter,paket,gerak,gerak,tolong,minggu,gerak,paket,resi",negatif
"jess,cerita,order,bday,tshirt,tanggal,tanggal,paket,buka,motor,untung,komplain,merc,duit,dibalikin,order,ulang,shirt,salah,selesai",negatif
"hallo,pesan,udah,jakarta,timur,semarang",negatif
"chat,anjir",negatif
"banyakin,sabar,bang,kalo,pake,ekspedisi,ngalamin,minggu,barang,datengdateng,pake,ekspedisi,saran,next,kalo,barang,pilih,ekspedisi,beres",negatif
"sumpah,pdahal,sampe,kota,tuju,kirim,anter,kirim,jakut,tolol,abis",negatif
"paket,gagal,retur,paket,gagal,terima,barang,rumah",negatif
"karyawan,didik,kalo,ngga,sanggup,menuhin,layan,ngibul,biar,kesan,menuhin,target",negatif
"hallo,order,refund,konfirmasi,udah,refund,terang,udah,komplain,tunggu,infestigasi,status,udah,terima,seller",negatif
cepet,negatif
"kurir,gajelas,naruh,paket,terang,terima,orang,langsung,padal,pusing,mikirin,kuliah,excited,paket,kurir,search,anteraja,search,kendala",negatif
"barusan,nyetir,jalan,kendara,ngeselin,auto,kasar,maap,bawa,marah",negatif
"halo,paket,sampe,pickup,gimana,solusi,kasi,customer",negatif
"karyawan,didik,kalo,ngga,sanggup,menuhin,layan,ngibul,biar,kesan,menuhin,target",negatif
"karyawan,didik,kalo,ngga,sanggup,menuhin,layan,ngibul,biar,kesan,menuhin,target",negatif
"nemu,search,paket,kakak,kabar,paket,kayak",negatif
"tolong,paket",negatif
"nonaktif,tanggal,pickup,sampe,jatuh,tempo,tanggal,dipickup,udah,gada,komunikasi,tbtb,jadwal,ulang",negatif
"hallo,pickup,pickup,coba,chat,respon,anteraja,nama",negatif
"bisabisanya,foto",negatif
"susah,orang,puasa",negatif
"ramadan,pastibagihadiah,baiknyaramadan",negatif
"pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
"gimana,pickup,barang",negatif
"ekspedisi,hilang,dokumen,ckckckck,gaada,tanggungjawabnya",negatif
"belanja,online,kirim,pake,sampe,tangerang,selatan,doang,meanwhile,paket,crossborder,kirim,udah,sampe,lucu",negatif
"coba,resi,kmren,muter,paket,gudang,hadehhh",negatif
"nyesel,plih,kurir,hrga,biar,senin,kirim,slasa,mangkrak,mangkrak",negatif
"tegur,seller,beli,barang,anteraja,mangkir,sameday,orang,pilih,sameday",negatif
"stuck,sampe,estimasi,sampe",negatif
"hubung,jual,ekspedisi",negatif
"belanja,online,kirim,pake,sampe,tangerang,selatan,doang,meanwhile,paket,crossborder,kirim,udah,sampe,lucu",negatif
"paket,manaaaaaaa",negatif
"parah,anteraja,amanah,profesional",negatif
"pagi,bikin,emosi",negatif
"mohon,maap,maksud,paket,estimasi,kirim",negatif
"gaberessss,ekspedisi",negatif
"coba,puasa",negatif
"susah,orang,puasa",negatif
"banget,plis",negatif
"nyampe,paket,tutup,mending",negatif
"ngapa,sampe,nyasar,jakut,tolol,idiot",negatif
"kocak,udah,bener,jogja,tinggal,kirim,deket,roket,gilaa",negatif
"halo,paket,resi,nyangkut,terang,delivery,tunda,operasional,same",negatif
